2021-12-05 10:50:10.680534,0.41
2021-12-05 10:50:12.712086,0.4
2021-12-05 10:50:14.740415,0.42
2021-12-05 10:50:16.776245,0.39
2021-12-05 10:50:18.829335,0.44
2021-12-05 10:50:20.855935,0.42
2021-12-05 10:50:22.889977,0.43
2021-12-05 10:50:24.931027,0.39
2021-12-05 10:50:26.955984,0.42
2021-12-05 10:50:29.001887,0.41
2021-12-05 10:50:31.036802,0.42
2021-12-05 10:50:33.065225,0.41
2021-12-05 10:50:35.099858,0.38
2021-12-05 10:50:37.124785,0.41
2021-12-05 10:50:39.165806,0.42
2021-12-05 10:50:41.194727,0.42
2021-12-05 10:50:43.238554,0.42
2021-12-05 10:50:45.273264,0.39
2021-12-05 10:50:47.297305,0.43
2021-12-05 10:50:49.321915,0.39
2021-12-05 10:50:51.370948,0.41
2021-12-05 10:50:53.419050,0.42
2021-12-05 10:50:55.457232,0.41
2021-12-05 10:50:57.494872,0.41
2021-12-05 10:50:59.542836,0.42
2021-12-05 10:51:01.577617,0.43
2021-12-05 10:51:03.607269,0.42
2021-12-05 10:51:05.649826,0.4
2021-12-05 10:51:07.695855,0.41
2021-12-05 10:51:09.722052,0.44
2021-12-05 10:51:11.750950,0.42
2021-12-05 10:51:13.775047,0.44
2021-12-05 10:51:15.799621,0.43
2021-12-05 10:51:17.832479,0.42
2021-12-05 10:51:19.872717,0.43
2021-12-05 10:51:21.908577,0.41
2021-12-05 10:51:23.968607,0.41
2021-12-05 10:51:25.972299,0.38
2021-12-05 10:51:28.010867,0.41
2021-12-05 10:51:30.037254,0.44
2021-12-05 10:51:32.065577,0.38
2021-12-05 10:51:34.119151,0.42
2021-12-05 10:51:36.138083,0.44
2021-12-05 10:51:38.167823,0.44
2021-12-05 10:51:40.198133,0.39
2021-12-05 10:51:42.243913,0.43
2021-12-05 10:51:44.277504,0.38
2021-12-05 10:51:46.299650,0.39
2021-12-05 10:51:48.338949,0.4
2021-12-05 10:51:50.376343,0.41
2021-12-05 10:51:52.435172,0.39
2021-12-05 10:51:54.469392,0.42
2021-12-05 10:51:56.509175,0.42
2021-12-05 10:51:58.534046,0.41
2021-12-05 10:52:00.561231,0.43
2021-12-05 10:52:02.593175,0.44
2021-12-05 10:52:04.629818,0.4
2021-12-05 10:52:06.657906,0.44
2021-12-05 10:52:08.684328,0.38
2021-12-05 10:52:10.732230,0.43
2021-12-05 10:52:12.759447,0.4
2021-12-05 10:52:14.808084,0.39
2021-12-05 10:52:16.845057,0.38
2021-12-05 10:52:18.870928,0.39
2021-12-05 10:52:20.867042,0.43
2021-12-05 10:52:22.898495,0.43
2021-12-05 10:52:24.927634,0.43
2021-12-05 10:52:26.968631,0.39
2021-12-05 10:52:29.019643,0.41
2021-12-05 10:52:31.051112,0.39
2021-12-05 10:52:33.099192,0.4
2021-12-05 10:52:35.132127,0.42
2021-12-05 10:52:37.162009,0.44
2021-12-05 10:52:39.189296,0.41
2021-12-05 10:52:41.237210,0.41
2021-12-05 10:52:43.276766,0.4
2021-12-05 10:52:45.323558,0.41
2021-12-05 10:52:47.363379,0.39
2021-12-05 10:52:49.389174,0.43
2021-12-05 10:52:51.419004,0.41
2021-12-05 10:52:53.453034,0.39
2021-12-05 10:52:55.478615,0.42
2021-12-05 10:52:57.508087,0.38
2021-12-05 10:52:59.557616,0.03
