2022-02-01 10:10:24.232814,0.4
2022-02-01 10:10:26.266641,0.4
2022-02-01 10:10:28.291560,0.4
2022-02-01 10:10:30.316584,0.41
2022-02-01 10:10:32.353145,0.42
2022-02-01 10:10:34.401185,0.4
2022-02-01 10:10:36.429293,0.42
2022-02-01 10:10:38.458908,0.39
2022-02-01 10:10:40.491790,0.42
2022-02-01 10:10:42.532244,0.43
2022-02-01 10:10:44.568458,0.41
2022-02-01 10:10:46.607403,0.41
2022-02-01 10:10:48.636170,0.4
2022-02-01 10:10:50.683238,0.4
2022-02-01 10:10:52.731433,0.39
2022-02-01 10:10:54.770180,0.42
2022-02-01 10:10:56.800268,0.4
2022-02-01 10:10:58.831454,0.43
2022-02-01 10:11:00.868079,0.4
2022-02-01 10:11:02.900977,0.39
2022-02-01 10:11:04.935775,0.41
2022-02-01 10:11:06.985280,0.4
2022-02-01 10:11:09.015213,0.45
2022-02-01 10:11:11.040393,0.42
2022-02-01 10:11:13.072710,0.44
2022-02-01 10:11:15.102136,0.42
2022-02-01 10:11:17.127270,0.4
2022-02-01 10:11:19.149977,0.39
2022-02-01 10:11:21.175397,0.4
2022-02-01 10:11:23.195191,0.43
2022-02-01 10:11:25.217327,0.44
2022-02-01 10:11:27.238924,0.37
2022-02-01 10:11:29.260574,0.38
2022-02-01 10:11:31.291000,0.38
2022-02-01 10:11:33.312937,0.42
2022-02-01 10:11:35.351461,0.4
2022-02-01 10:11:37.395772,0.42
2022-02-01 10:11:39.419722,0.43
2022-02-01 10:11:41.460083,0.42
2022-02-01 10:11:43.489524,0.4
2022-02-01 10:11:45.511286,0.38
2022-02-01 10:11:47.534339,0.4
2022-02-01 10:11:49.564443,0.43
2022-02-01 10:11:51.603760,0.4
2022-02-01 10:11:53.635131,0.42
2022-02-01 10:11:55.663968,0.42
2022-02-01 10:11:57.699270,0.43
2022-02-01 10:11:59.729325,0.41
2022-02-01 10:12:01.770671,0.41
2022-02-01 10:12:03.800372,0.42
2022-02-01 10:12:05.824675,0.4
2022-02-01 10:12:07.865738,0.44
2022-02-01 10:12:09.900687,0.4
2022-02-01 10:12:11.930410,0.42
2022-02-01 10:12:13.973805,0.4
2022-02-01 10:12:16.025002,0.39
2022-02-01 10:12:18.072380,0.39
2022-02-01 10:12:20.120514,0.4
2022-02-01 10:12:22.157253,0.42
2022-02-01 10:12:24.184663,0.4
2022-02-01 10:12:26.212166,0.42
2022-02-01 10:12:28.240625,0.4
2022-02-01 10:12:30.267645,0.41
2022-02-01 10:12:32.295229,0.42
2022-02-01 10:12:34.334073,0.39
2022-02-01 10:12:36.362532,0.42
2022-02-01 10:12:38.408463,0.4
2022-02-01 10:12:40.438846,0.4
2022-02-01 10:12:42.485921,0.41
2022-02-01 10:12:44.519775,0.02
